NOC,Sport,Year,Total_Athletes,Gold,Silver,Bronze,Total_Medals
SAM,Weightlifting,1996,1,0,0,0,0
SAM,Weightlifting,2000,1,0,0,0,0
SAM,Weightlifting,2004,1,0,0,0,0
SAM,Weightlifting,2008,1,0,0,0,0
SAM,Weightlifting,2012,2,0,0,0,0
SAM,Weightlifting,2016,2,0,0,0,0
SAM,Weightlifting,2024,2,0,0,0,0
SAM,Wrestling,1988,2,0,0,0,0
SAM,Wrestling,2000,1,0,0,0,0
SAM,Wrestling,2024,1,0,0,0,0
SCG,Athletics,1996,9,0,0,0,0
SCG,Athletics,2000,30,0,0,0,0
SCG,Athletics,2004,7,0,0,0,0
SCG,Basketball,1996,12,0,12,0,12
SCG,Basketball,2000,12,0,0,0,0
SCG,Basketball,2004,12,0,0,0,0
SCG,Boxing,2000,1,0,0,0,0
SCG,Canoeing,1996,1,0,0,0,0
SCG,Canoeing,2000,6,0,0,0,0
SCG,Canoeing,2004,4,0,0,0,0
SCG,Cycling,2004,1,0,0,0,0
SCG,Fencing,1996,1,0,0,0,0
SCG,Fencing,2000,1,0,0,0,0
SCG,Football,2004,17,0,0,0,0
SCG,Handball,2000,15,0,0,0,0
SCG,Judo,1996,2,0,0,0,0
SCG,Judo,2000,1,0,0,0,0
SCG,Judo,2004,1,0,0,0,0
SCG,Rowing,2000,6,0,0,0,0
SCG,Rowing,2004,6,0,0,0,0
SCG,Shooting,1996,13,1,0,1,2
SCG,Shooting,2000,12,0,1,0,1
SCG,Shooting,2004,7,0,1,0,1
SCG,Table Tennis,1996,5,0,0,0,0
SCG,Table Tennis,2000,3,0,0,0,0
SCG,Table Tennis,2004,5,0,0,0,0
SCG,Tennis,2000,2,0,0,0,0
SCG,Tennis,2004,1,0,0,0,0
SCG,Volleyball,1996,12,0,0,12,12
SCG,Volleyball,2000,11,11,0,0,11
SCG,Volleyball,2004,12,0,0,0,0
SCG,Weightlifting,1996,1,0,0,0,0
SCG,Wrestling,1996,2,0,0,0,0
SCG,Wrestling,2004,1,0,0,0,0
SEN,Athletics,1964,14,0,0,0,0
SEN,Athletics,1968,12,0,0,0,0
SEN,Athletics,1972,14,0,0,0,0
SEN,Athletics,1976,16,0,0,0,0
SEN,Athletics,1980,16,0,0,0,0
SEN,Athletics,1984,16,0,0,0,0
SEN,Athletics,1988,18,0,1,0,1
SEN,Athletics,1992,10,0,0,0,0
SEN,Athletics,1996,8,0,0,0,0
SEN,Athletics,2000,15,0,0,0,0
SEN,Athletics,2004,12,0,0,0,0
SEN,Athletics,2008,3,0,0,0,0
SEN,Athletics,2012,6,0,0,0,0
SEN,Athletics,2016,2,0,0,0,0
SEN,Athletics,2020,1,0,0,0,0
SEN,Athletics,2024,3,0,0,0,0
SEN,Basketball,1968,12,0,0,0,0
SEN,Basketball,1972,12,0,0,0,0
SEN,Basketball,1980,12,0,0,0,0
SEN,Basketball,2000,12,0,0,0,0
SEN,Basketball,2016,12,0,0,0,0
SEN,Boxing,1972,4,0,0,0,0
SEN,Boxing,1976,1,0,0,0,0
SEN,Boxing,2000,1,0,0,0,0
SEN,Canoeing,2008,3,0,0,0,0
SEN,Canoeing,2012,2,0,0,0,0
SEN,Canoeing,2016,1,0,0,0,0
SEN,Fencing,2004,1,0,0,0,0
SEN,Fencing,2008,3,0,0,0,0
SEN,Fencing,2012,1,0,0,0,0
SEN,Fencing,2016,1,0,0,0,0
SEN,Fencing,2020,1,0,0,0,0
SEN,Fencing,2024,1,0,0,0,0
SEN,Football,2012,17,0,0,0,0
SEN,Judo,1972,6,0,0,0,0
SEN,Judo,1976,6,0,0,0,0
SEN,Judo,1980,8,0,0,0,0
SEN,Judo,1984,6,0,0,0,0
SEN,Judo,1988,5,0,0,0,0
SEN,Judo,1992,6,0,0,0,0
SEN,Judo,1996,2,0,0,0,0
SEN,Judo,2000,1,0,0,0,0
SEN,Judo,2004,1,0,0,0,0
SEN,Judo,2008,4,0,0,0,0
SEN,Judo,2012,1,0,0,0,0
SEN,Judo,2016,1,0,0,0,0
SEN,Judo,2020,1,0,0,0,0
SEN,Judo,2024,1,0,0,0,0
SEN,Sailing,1984,1,0,0,0,0
SEN,Shooting,1984,2,0,0,0,0
SEN,Shooting,2020,1,0,0,0,0
SEN,Table Tennis,2004,1,0,0,0,0
SEN,Table Tennis,2020,1,0,0,0,0
SEN,Table Tennis,2024,1,0,0,0,0
SEN,Taekwondo,2008,1,0,0,0,0
SEN,Taekwondo,2012,1,0,0,0,0
SEN,Taekwondo,2016,1,0,0,0,0
SEN,Taekwondo,2024,1,0,0,0,0
SEN,Wrestling,1972,4,0,0,0,0
SEN,Wrestling,1976,10,0,0,0,0
SEN,Wrestling,1980,3,0,0,0,0
SEN,Wrestling,1984,4,0,0,0,0
SEN,Wrestling,1988,6,0,0,0,0
SEN,Wrestling,1992,4,0,0,0,0
SEN,Wrestling,1996,2,0,0,0,0
SEN,Wrestling,2000,1,0,0,0,0
SEN,Wrestling,2004,1,0,0,0,0
SEN,Wrestling,2008,1,0,0,0,0
SEN,Wrestling,2012,2,0,0,0,0
SEN,Wrestling,2016,2,0,0,0,0
SEN,Wrestling,2020,1,0,0,0,0
SEY,Athletics,1980,19,0,0,0,0
SEY,Athletics,1984,11,0,0,0,0
SEY,Athletics,1992,5,0,0,0,0
SEY,Athletics,1996,2,0,0,0,0
SEY,Athletics,2000,2,0,0,0,0
SEY,Athletics,2004,2,0,0,0,0
SEY,Athletics,2008,2,0,0,0,0
SEY,Athletics,2012,2,0,0,0,0
SEY,Athletics,2016,2,0,0,0,0
SEY,Athletics,2020,1,0,0,0,0
SEY,Athletics,2024,1,0,0,0,0
SEY,Badminton,2008,2,0,0,0,0
SEY,Boxing,1980,2,0,0,0,0
SEY,Boxing,1984,4,0,0,0,0
SEY,Boxing,1992,2,0,0,0,0
SEY,Boxing,1996,3,0,0,0,0
SEY,Boxing,2004,1,0,0,0,0
SEY,Boxing,2012,1,0,0,0,0
SEY,Boxing,2016,1,0,0,0,0
SEY,Canoeing,2004,2,0,0,0,0
SEY,Canoeing,2008,2,0,0,0,0
SEY,Judo,2000,1,0,0,0,0
SEY,Judo,2004,1,0,0,0,0
SEY,Judo,2012,1,0,0,0,0
SEY,Judo,2016,1,0,0,0,0
SEY,Judo,2020,1,0,0,0,0
SEY,Sailing,1992,1,0,0,0,0
SEY,Sailing,1996,2,0,0,0,0
SEY,Sailing,2000,3,0,0,0,0
SEY,Sailing,2004,1,0,0,0,0
SEY,Sailing,2008,1,0,0,0,0
SEY,Sailing,2016,3,0,0,0,0
SEY,Sailing,2020,1,0,0,0,0
SEY,Weightlifting,1996,1,0,0,0,0
SEY,Weightlifting,2000,1,0,0,0,0
SEY,Weightlifting,2004,1,0,0,0,0
SEY,Weightlifting,2008,1,0,0,0,0
SEY,Weightlifting,2016,1,0,0,0,0
SGP,Artistic Gymnastics,2020,2,0,0,0,0
SGP,Athletics,1948,1,0,0,0,0
SGP,Athletics,1952,2,0,0,0,0
SGP,Athletics,1956,7,0,0,0,0
SGP,Athletics,1968,2,0,0,0,0
SGP,Athletics,1972,5,0,0,0,0
SGP,Athletics,1976,1,0,0,0,0
SGP,Athletics,1996,2,0,0,0,0
SGP,Athletics,2004,2,0,0,0,0
SGP,Athletics,2008,2,0,0,0,0
SGP,Athletics,2012,2,0,0,0,0
SGP,Athletics,2016,2,0,0,0,0
SGP,Athletics,2020,1,0,0,0,0
SGP,Athletics,2024,3,0,0,0,0
SGP,Badminton,1992,5,0,0,0,0
SGP,Badminton,1996,1,0,0,0,0
SGP,Badminton,2004,3,0,0,0,0
SGP,Badminton,2008,6,0,0,0,0
SGP,Badminton,2012,4,0,0,0,0
SGP,Badminton,2016,2,0,0,0,0
SGP,Badminton,2020,2,0,0,0,0
SGP,Badminton,2024,4,0,0,0,0
SGP,Basketball,1956,10,0,0,0,0
SGP,Boxing,1972,1,0,0,0,0
SGP,Canoeing,2012,2,0,0,0,0
SGP,Equestrian,2020,1,0,0,0,0
SGP,Equestrian,2024,1,0,0,0,0
SGP,Fencing,1992,4,0,0,0,0
SGP,Fencing,2020,2,0,0,0,0
SGP,Fencing,2024,2,0,0,0,0
SGP,Golf,2024,1,0,0,0,0
SGP,Gymnastics,2012,4,0,0,0,0
SGP,Judo,1976,1,0,0,0,0
SGP,Judo,1992,1,0,0,0,0
SGP,Rowing,2016,1,0,0,0,0
SGP,Rowing,2020,1,0,0,0,0
SGP,Rowing,2024,1,0,0,0,0
SGP,Sailing,1956,5,0,0,0,0
SGP,Sailing,1960,3,0,0,0,0
SGP,Sailing,1984,1,0,0,0,0
SGP,Sailing,1988,2,0,0,0,0
SGP,Sailing,1992,2,0,0,0,0
SGP,Sailing,1996,4,0,0,0,0
SGP,Sailing,2000,3,0,0,0,0
SGP,Sailing,2004,1,0,0,0,0
SGP,Sailing,2008,6,0,0,0,0
SGP,Sailing,2012,2,0,0,0,0
SGP,Sailing,2016,10,0,0,0,0
SGP,Sailing,2020,4,0,0,0,0
SGP,Sailing,2024,2,0,0,1,1
SGP,Shooting,1960,1,0,0,0,0
SGP,Shooting,1968,2,0,0,0,0
SGP,Shooting,1976,1,0,0,0,0
SGP,Shooting,1988,1,0,0,0,0
SGP,Shooting,1992,1,0,0,0,0
SGP,Shooting,1996,1,0,0,0,0
SGP,Shooting,2000,1,0,0,0,0
SGP,Shooting,2004,1,0,0,0,0
SGP,Shooting,2008,1,0,0,0,0
SGP,Shooting,2012,2,0,0,0,0
SGP,Shooting,2016,4,0,0,0,0
SGP,Shooting,2020,1,0,0,0,0
SGP,Shooting,2024,2,0,0,0,0
SGP,Table Tennis,1996,1,0,0,0,0
SGP,Table Tennis,2000,4,0,0,0,0
SGP,Table Tennis,2004,7,0,0,0,0
SGP,Table Tennis,2008,11,0,3,0,3
SGP,Table Tennis,2012,10,0,0,4,4
SGP,Table Tennis,2016,7,0,0,0,0
SGP,Table Tennis,2020,6,0,0,0,0
SGP,Table Tennis,2024,3,0,0,0,0
SGP,Weightlifting,1952,3,0,0,0,0
SGP,Weightlifting,1956,3,0,0,0,0
SGP,Weightlifting,1960,1,0,1,0,1
SGP,Weightlifting,1968,2,0,0,0,0
SGP,Weightlifting,1976,1,0,0,0,0
SGP,Weightlifting,2012,1,0,0,0,0
SKN,Athletics,1996,14,0,0,0,0
SKN,Athletics,2000,4,0,0,0,0
SKN,Athletics,2004,2,0,0,0,0
SKN,Athletics,2008,6,0,0,0,0
SKN,Athletics,2012,7,0,0,0,0
SKN,Athletics,2016,9,0,0,0,0
SKN,Athletics,2020,2,0,0,0,0
SKN,Athletics,2024,2,0,0,0,0
SLE,Athletics,1968,3,0,0,0,0
SLE,Athletics,1980,30,0,0,0,0
SLE,Athletics,1984,8,0,0,0,0
SLE,Athletics,1988,16,0,0,0,0
SLE,Athletics,1992,15,0,0,0,0
SLE,Athletics,1996,17,0,0,0,0
SLE,Athletics,2000,2,0,0,0,0
SLE,Athletics,2004,2,0,0,0,0
SLE,Athletics,2008,2,0,0,0,0
SLE,Athletics,2012,2,0,0,0,0
SLE,Athletics,2016,2,0,0,0,0
SLE,Athletics,2020,1,0,0,0,0
SLE,Athletics,2024,1,0,0,0,0
SLE,Boxing,1968,1,0,0,0,0
SLE,Boxing,1980,2,0,0,0,0
SLE,Boxing,1984,2,0,0,0,0
SLE,Boxing,1988,2,0,0,0,0
SLE,Boxing,1996,1,0,0,0,0
SLE,Boxing,2008,1,0,0,0,0
SLE,Cycling,1988,1,0,0,0,0
SLE,Judo,2020,1,0,0,0,0
SLE,Judo,2024,1,0,0,0,0
SLE,Weightlifting,1988,1,0,0,0,0
SLE,Weightlifting,2000,1,0,0,0,0
SLO,Archery,1992,1,0,0,0,0
SLO,Archery,1996,6,0,0,0,0
SLO,Archery,2000,1,0,0,0,0
SLO,Archery,2012,1,0,0,0,0
SLO,Archery,2020,1,0,0,0,0
SLO,Archery,2024,4,0,0,0,0
SLO,Artistic Gymnastics,2024,6,0,0,0,0
SLO,Athletics,1992,4,0,0,0,0
SLO,Athletics,1996,10,0,1,0,1
SLO,Athletics,2000,22,0,0,0,0
SLO,Athletics,2004,21,0,0,1,1
SLO,Athletics,2008,18,1,0,0,1
SLO,Athletics,2012,12,0,1,0,1
SLO,Athletics,2016,10,0,0,0,0
SLO,Athletics,2020,8,0,0,0,0
SLO,Athletics,2024,8,0,0,0,0
SLO,Badminton,2000,1,0,0,0,0
SLO,Badminton,2008,1,0,0,0,0
SLO,Badminton,2012,1,0,0,0,0
SLO,Basketball,2020,12,0,0,0,0
SLO,Canoeing,1992,6,0,0,0,0
SLO,Canoeing,1996,5,0,1,0,1
SLO,Canoeing,2000,4,0,0,0,0
SLO,Canoeing,2004,4,0,0,0,0
SLO,Canoeing,2008,3,0,0,0,0
SLO,Canoeing,2012,7,0,0,0,0
SLO,Canoeing,2016,7,0,1,0,1
SLO,Cycling,1992,1,0,0,0,0
SLO,Cycling,1996,2,0,0,0,0
SLO,Cycling,2000,7,0,0,0,0
SLO,Cycling,2004,5,0,0,0,0
SLO,Cycling,2008,7,0,0,0,0
SLO,Cycling,2012,7,0,0,0,0
SLO,Cycling,2016,7,0,0,0,0
SLO,Cycling Mountain Bike,2020,1,0,0,0,0
SLO,Cycling Mountain Bike,2024,1,0,0,0,0
SLO,Cycling Road,2020,6,1,0,1,2
SLO,Cycling Road,2024,9,0,0,0,0
SLO,Golf,2020,1,0,0,0,0
SLO,Golf,2024,2,0,0,0,0
SLO,Gymnastics,1992,7,0,0,0,0
SLO,Gymnastics,2000,7,0,0,0,0
SLO,Gymnastics,2008,5,0,0,0,0
SLO,Gymnastics,2012,4,0,0,0,0
SLO,Gymnastics,2016,1,0,0,0,0
SLO,Handball,2000,15,0,0,0,0
SLO,Handball,2004,15,0,0,0,0
SLO,Handball,2016,17,0,0,0,0
SLO,Handball,2024,32,0,0,0,0
SLO,Judo,1992,2,0,0,0,0
SLO,Judo,2004,5,0,0,1,1
SLO,Judo,2008,5,0,0,1,1
SLO,Judo,2012,8,1,0,0,1
SLO,Judo,2016,5,1,0,1,2
SLO,Judo,2020,5,0,1,0,1
SLO,Judo,2024,6,1,0,0,1
SLO,Rhythmic Gymnastics,2020,1,0,0,0,0
SLO,Rhythmic Gymnastics,2024,1,0,0,0,0
SLO,Rowing,1992,6,0,0,6,6
SLO,Rowing,1996,7,0,0,0,0
SLO,Rowing,2000,8,2,0,0,2
SLO,Rowing,2004,9,0,2,0,2
SLO,Rowing,2008,10,0,0,0,0
SLO,Rowing,2012,2,0,0,2,2
SLO,Rowing,2024,2,0,0,0,0
SLO,Sailing,1992,3,0,0,0,0
SLO,Sailing,1996,5,0,0,0,0
SLO,Sailing,2000,5,0,0,0,0
SLO,Sailing,2004,7,0,0,1,1
SLO,Sailing,2008,6,0,1,0,1
SLO,Sailing,2012,4,0,0,0,0
SLO,Sailing,2016,3,0,1,0,1
SLO,Sailing,2020,3,0,0,0,0
SLO,Sailing,2024,6,0,1,0,1
SLO,Shooting,1992,3,0,0,0,0
SLO,Shooting,1996,3,0,0,0,0
SLO,Shooting,2000,5,1,0,0,1
SLO,Shooting,2004,3,0,0,0,0
SLO,Shooting,2008,3,0,0,1,1
SLO,Shooting,2012,5,0,0,1,1
SLO,Shooting,2016,3,0,0,0,0
SLO,Shooting,2020,2,0,0,0,0
SLO,Sport Climbing,2020,2,1,0,0,1
SLO,Sport Climbing,2024,3,1,0,0,1
SLO,Table Tennis,1992,1,0,0,0,0
SLO,Table Tennis,2008,1,0,0,0,0
SLO,Table Tennis,2012,1,0,0,0,0
SLO,Table Tennis,2016,1,0,0,0,0
SLO,Table Tennis,2020,5,0,0,0,0
SLO,Table Tennis,2024,5,0,0,0,0
SLO,Taekwondo,2000,1,0,0,0,0
SLO,Taekwondo,2012,3,0,0,0,0
SLO,Taekwondo,2020,1,0,0,0,0
SLO,Taekwondo,2024,1,0,0,0,0
SLO,Tennis,1992,4,0,0,0,0
SLO,Tennis,2000,4,0,0,0,0
SLO,Tennis,2004,7,0,0,0,0
SLO,Tennis,2012,4,0,0,0,0
SLO,Tennis,2016,1,0,0,0,0
SLO,Triathlon,2012,1,0,0,0,0
SLO,Triathlon,2016,1,0,0,0,0
SLO,Volleyball,2024,13,0,0,0,0
SMR,Archery,1992,1,0,0,0,0
SMR,Archery,1996,1,0,0,0,0
SMR,Archery,2012,1,0,0,0,0
SMR,Archery,2024,1,0,0,0,0
SMR,Athletics,1976,2,0,0,0,0
SMR,Athletics,1980,1,0,0,0,0
SMR,Athletics,1984,2,0,0,0,0
SMR,Athletics,1988,2,0,0,0,0
SMR,Athletics,1992,7,0,0,0,0
SMR,Athletics,1996,1,0,0,0,0
SMR,Athletics,2000,1,0,0,0,0
SMR,Athletics,2004,1,0,0,0,0
SMR,Athletics,2008,1,0,0,0,0
SMR,Athletics,2012,1,0,0,0,0
SMR,Athletics,2016,1,0,0,0,0
SMR,Athletics,2024,1,0,0,0,0
SMR,Cycling,1960,8,0,0,0,0
SMR,Cycling,1968,2,0,0,0,0
SMR,Cycling,1972,1,0,0,0,0
SMR,Cycling,1976,1,0,0,0,0
SMR,Cycling,1980,2,0,0,0,0
SMR,Cycling,1984,1,0,0,0,0
SMR,Cycling,1992,1,0,0,0,0
SMR,Gymnastics,1984,7,0,0,0,0
SMR,Judo,1980,2,0,0,0,0
SMR,Judo,1984,2,0,0,0,0
SMR,Judo,1988,3,0,0,0,0
SMR,Judo,1992,1,0,0,0,0
SMR,Judo,1996,1,0,0,0,0
SMR,Judo,2020,1,0,0,0,0
SMR,Sailing,1984,1,0,0,0,0
SMR,Sailing,1988,1,0,0,0,0
SMR,Sailing,1996,1,0,0,0,0
SMR,Shooting,1960,4,0,0,0,0
SMR,Shooting,1968,2,0,0,0,0
SMR,Shooting,1972,6,0,0,0,0
SMR,Shooting,1976,7,0,0,0,0
SMR,Shooting,1980,10,0,0,0,0
SMR,Shooting,1984,11,0,0,0,0
SMR,Shooting,1988,2,0,0,0,0
SMR,Shooting,1992,2,0,0,0,0
SMR,Shooting,1996,2,0,0,0,0
SMR,Shooting,2000,2,0,0,0,0
SMR,Shooting,2004,2,0,0,0,0
SMR,Shooting,2008,1,0,0,0,0
SMR,Shooting,2012,1,0,0,0,0
SMR,Shooting,2016,3,0,0,0,0
SMR,Shooting,2020,4,0,2,1,3
SMR,Shooting,2024,1,0,0,0,0
SMR,Tennis,1992,2,0,0,0,0
SMR,Weightlifting,1980,1,0,0,0,0
SMR,Weightlifting,1988,1,0,0,0,0
SMR,Wrestling,1960,1,0,0,0,0
SMR,Wrestling,2020,1,0,0,1,1
SMR,Wrestling,2024,1,0,0,0,0
SOL,Archery,1988,1,0,0,0,0
SOL,Athletics,1984,2,0,0,0,0
SOL,Athletics,1988,2,0,0,0,0
SOL,Athletics,1996,3,0,0,0,0
SOL,Athletics,2000,2,0,0,0,0
SOL,Athletics,2004,2,0,0,0,0
SOL,Athletics,2008,2,0,0,0,0
SOL,Athletics,2012,2,0,0,0,0
SOL,Athletics,2016,2,0,0,0,0
SOL,Athletics,2020,1,0,0,0,0
SOL,Athletics,2024,1,0,0,0,0
SOL,Boxing,1988,1,0,0,0,0
SOL,Judo,2012,1,0,0,0,0
SOL,Weightlifting,1984,1,0,0,0,0
SOL,Weightlifting,1988,1,0,0,0,0
SOL,Weightlifting,1992,1,0,0,0,0
SOL,Weightlifting,1996,1,0,0,0,0
SOL,Weightlifting,2008,1,0,0,0,0
SOL,Weightlifting,2012,1,0,0,0,0
SOL,Weightlifting,2016,1,0,0,0,0
SOL,Weightlifting,2020,1,0,0,0,0
SOM,Athletics,1972,4,0,0,0,0
SOM,Athletics,1984,9,0,0,0,0
SOM,Athletics,1988,5,0,0,0,0
SOM,Athletics,1996,4,0,0,0,0
SOM,Athletics,2000,2,0,0,0,0
SOM,Athletics,2004,2,0,0,0,0
SOM,Athletics,2008,2,0,0,0,0
SOM,Athletics,2012,2,0,0,0,0
SOM,Athletics,2016,2,0,0,0,0
SOM,Athletics,2020,1,0,0,0,0
SOM,Athletics,2024,1,0,0,0,0
SOM,Boxing,2020,1,0,0,0,0
SRB,3x3 Basketball,2020,4,0,0,4,4
SRB,3x3 Basketball,2024,4,0,0,0,0
SRB,Athletics,1912,2,0,0,0,0
SRB,Athletics,2008,10,0,0,0,0
SRB,Athletics,2012,14,0,0,0,0
SRB,Athletics,2016,13,0,0,1,1
SRB,Athletics,2020,5,0,0,0,0
SRB,Athletics,2024,6,0,0,0,0
SRB,Basketball,2016,24,0,12,12,24
SRB,Basketball,2020,12,0,0,0,0
SRB,Basketball,2024,24,0,0,12,12
SRB,Boxing,2012,1,0,0,0,0
SRB,Boxing,2020,1,0,0,0,0
SRB,Boxing,2024,3,0,0,0,0
SRB,Canoeing,2012,13,0,0,0,0
SRB,Canoeing,2016,18,0,2,0,2
SRB,Cycling,2008,2,0,0,0,0
SRB,Cycling,2012,2,0,0,0,0
SRB,Cycling,2016,2,0,0,0,0
SRB,Cycling Road,2024,2,0,0,0,0
SRB,Football,2008,15,0,0,0,0
SRB,Handball,2012,15,0,0,0,0
SRB,Judo,2012,1,0,0,0,0
SRB,Judo,2016,1,0,0,0,0
SRB,Judo,2020,5,0,0,0,0
SRB,Judo,2024,12,0,0,0,0
SRB,Rowing,2008,3,0,0,0,0
SRB,Rowing,2012,6,0,0,0,0
SRB,Rowing,2016,4,0,0,0,0
SRB,Rowing,2020,3,0,0,0,0
SRB,Rowing,2024,3,0,0,0,0
SRB,Shooting,2008,12,0,0,0,0
SRB,Shooting,2012,15,0,1,1,2
SRB,Shooting,2016,18,0,0,0,0
SRB,Shooting,2020,19,0,1,1,2
SRB,Shooting,2024,6,2,0,0,2
SRB,Table Tennis,2008,1,0,0,0,0
SRB,Table Tennis,2012,2,0,0,0,0
SRB,Table Tennis,2016,1,0,0,0,0
SRB,Table Tennis,2020,5,0,0,0,0
SRB,Table Tennis,2024,1,0,0,0,0
SRB,Taekwondo,2012,3,1,0,0,1
SRB,Taekwondo,2016,2,0,1,0,1
SRB,Taekwondo,2020,2,1,0,1,2
SRB,Taekwondo,2024,3,0,1,0,1
SRB,Tennis,2008,5,0,0,1,1
SRB,Tennis,2012,11,0,0,0,0
SRB,Tennis,2016,8,0,0,0,0
SRB,Tennis,2020,8,0,0,0,0
SRB,Tennis,2024,2,1,0,0,1
SRB,Volleyball,2008,23,0,0,0,0
SRB,Volleyball,2012,24,0,0,0,0
SRB,Volleyball,2016,12,0,12,0,12
SRB,Volleyball,2020,12,0,0,12,12
SRB,Volleyball,2024,26,0,0,0,0
SRB,Wrestling,2008,2,0,0,0,0
SRB,Wrestling,2012,1,0,0,0,0
SRB,Wrestling,2016,3,1,0,0,1
SRB,Wrestling,2020,4,0,0,1,1
SRB,Wrestling,2024,5,0,0,0,0
SRI,Artistic Gymnastics,2020,5,0,0,0,0
SRI,Athletics,1948,6,0,1,0,1
SRI,Athletics,1952,1,0,0,0,0
SRI,Athletics,1956,1,0,0,0,0
SRI,Athletics,1960,1,0,0,0,0
SRI,Athletics,1964,2,0,0,0,0
SRI,Athletics,1968,1,0,0,0,0
SRI,Athletics,1972,5,0,0,0,0
SRI,Athletics,1980,4,0,0,0,0
SRI,Athletics,1988,2,0,0,0,0
SRI,Athletics,1992,10,0,0,0,0
SRI,Athletics,1996,6,0,0,0,0
SRI,Athletics,2000,17,0,1,0,1
SRI,Athletics,2004,4,0,0,0,0
SRI,Athletics,2008,2,0,0,0,0
SRI,Athletics,2012,2,0,0,0,0
SRI,Athletics,2016,3,0,0,0,0
SRI,Athletics,2020,2,0,0,0,0
SRI,Athletics,2024,3,0,0,0,0
SRI,Badminton,1992,1,0,0,0,0
SRI,Badminton,2008,1,0,0,0,0
SRI,Badminton,2012,2,0,0,0,0
SRI,Badminton,2016,1,0,0,0,0
SRI,Badminton,2020,1,0,0,0,0
SRI,Badminton,2024,1,0,0,0,0
SRI,Boxing,1948,4,0,0,0,0
SRI,Boxing,1952,2,0,0,0,0
SRI,Boxing,1956,2,0,0,0,0
SRI,Boxing,1960,2,0,0,0,0
SRI,Boxing,1964,2,0,0,0,0
SRI,Boxing,1968,1,0,0,0,0
SRI,Boxing,2008,1,0,0,0,0
SRI,Cycling,1960,1,0,0,0,0
SRI,Equestrian,2020,1,0,0,0,0
SRI,Judo,2016,1,0,0,0,0
SRI,Judo,2020,1,0,0,0,0
SRI,Sailing,1968,1,0,0,0,0
SRI,Sailing,1984,2,0,0,0,0
SRI,Sailing,2000,1,0,0,0,0
SRI,Shooting,1964,2,0,0,0,0
SRI,Shooting,1972,1,0,0,0,0
SRI,Shooting,1988,2,0,0,0,0
SRI,Shooting,1992,1,0,0,0,0
SRI,Shooting,1996,4,0,0,0,0
SRI,Shooting,2000,4,0,0,0,0
SRI,Shooting,2004,2,0,0,0,0
SRI,Shooting,2008,2,0,0,0,0
SRI,Shooting,2012,2,0,0,0,0
SRI,Shooting,2016,2,0,0,0,0
SRI,Shooting,2020,1,0,0,0,0
SRI,Weightlifting,1984,1,0,0,0,0
SRI,Weightlifting,1992,1,0,0,0,0
SRI,Weightlifting,2008,1,0,0,0,0
SRI,Weightlifting,2016,1,0,0,0,0
SRI,Wrestling,1964,1,0,0,0,0
SSD,Athletics,2016,3,0,0,0,0
SSD,Athletics,2020,2,0,0,0,0
SSD,Athletics,2024,2,0,0,0,0
SSD,Basketball,2024,12,0,0,0,0
STP,Athletics,1996,2,0,0,0,0
STP,Athletics,2000,2,0,0,0,0
STP,Athletics,2004,2,0,0,0,0
STP,Athletics,2008,2,0,0,0,0
STP,Athletics,2012,2,0,0,0,0
STP,Athletics,2016,2,0,0,0,0
STP,Athletics,2020,1,0,0,0,0
STP,Athletics,2024,1,0,0,0,0
STP,Canoeing,2008,2,0,0,0,0
STP,Canoeing,2016,1,0,0,0,0
STP,Judo,2024,1,0,0,0,0
SUD,Athletics,1960,2,0,0,0,0
SUD,Athletics,1968,4,0,0,0,0
SUD,Athletics,1972,11,0,0,0,0
SUD,Athletics,1984,5,0,0,0,0
SUD,Athletics,1988,3,0,0,0,0
SUD,Athletics,1992,4,0,0,0,0
SUD,Athletics,1996,3,0,0,0,0
SUD,Athletics,2000,2,0,0,0,0
SUD,Athletics,2004,4,0,0,0,0
SUD,Athletics,2008,8,0,1,0,1
SUD,Athletics,2012,4,0,0,0,0
SUD,Athletics,2016,3,0,0,0,0
SUD,Athletics,2020,1,0,0,0,0
SUD,Athletics,2024,1,0,0,0,0
SUD,Boxing,1960,3,0,0,0,0
SUD,Boxing,1968,3,0,0,0,0
SUD,Boxing,1972,5,0,0,0,0
SUD,Boxing,1984,4,0,0,0,0
SUD,Boxing,1988,5,0,0,0,0
SUD,Football,1972,14,0,0,0,0
SUD,Judo,1992,2,0,0,0,0
SUD,Judo,2016,1,0,0,0,0
SUD,Judo,2020,1,0,0,0,0
SUD,Rowing,2020,1,0,0,0,0
SUD,Rowing,2024,1,0,0,0,0
SUD,Shooting,1960,6,0,0,0,0
SUD,Table Tennis,1996,1,0,0,0,0
SUD,Weightlifting,1960,2,0,0,0,0
SUD,Weightlifting,1972,1,0,0,0,0
SUD,Weightlifting,1992,1,0,0,0,0
SUI,Archery,1972,4,0,0,0,0
SUI,Archery,1980,4,0,0,0,0
SUI,Archery,1984,3,0,0,0,0
SUI,Archery,1988,2,0,0,0,0
SUI,Archery,2008,1,0,0,0,0
SUI,Archery,2012,2,0,0,0,0
SUI,Artistic Gymnastics,2020,37,0,0,0,0
SUI,Artistic Gymnastics,2024,49,0,0,0,0
SUI,Athletics,1906,1,0,0,0,0
SUI,Athletics,1908,1,0,0,0,0
SUI,Athletics,1912,1,0,0,0,0
SUI,Athletics,1920,19,0,0,0,0
